Ref	Date	Time	CONTROL	TOTAL	BULLS	CALVES	Notes	Latitude	Longitude
800	2009/03/21	10:26:03	Gemsbok	15				-32.214535	22.317007
801	2009/03/21	10:26:19	Gemsbok	5		1		-32.209668	22.323317
802	2009/03/21	10:26:28	Gemsbok	3				-32.207145	22.326477
803	2009/03/21	10:26:33	 Mtn zebra	2				-32.205992	22.328412
804	2009/03/21	10:26:53	 Mtn zebra	6		1		-32.210078	22.331835
805	2009/03/21	10:27:14	 Mtn zebra	6		2		-32.216685	22.327558
806	2009/03/21	10:27:20	Gemsbok	16		2		-32.218295	22.325305
807	2009/03/21	10:27:25	Red Hartebeest	1				-32.219840	22.324860
808	2009/03/21	10:28:19	Gemsbok	34		1		-32.220537	22.321832
809	2009/03/21	10:28:29	Red Hartebeest	12				-32.220548	22.318892
810	2009/03/21	10:28:39	Gemsbok	32				-32.221320	22.316207
811	2009/03/21	10:28:53	Gemsbok	15		4		-32.221717	22.312043
812	2009/03/21	10:29:34	Gemsbok	24				-32.232140	22.300872
813	2009/03/21	10:29:44	 Mtn zebra	1				-32.235917	22.300528
814	2009/03/21	10:29:48	Gemsbok	1				-32.237803	22.301525
815	2009/03/21	10:30:14	Ostrich	6				-32.235712	22.312015
816	2009/03/21	10:30:21	Gemsbok	6				-32.233542	22.315097
817	2009/03/21	10:30:26	Ostrich	3				-32.232153	22.316977
818	2009/03/21	10:30:32	 Mtn zebra	5		1		-32.230777	22.318802
819	2009/03/21	10:31:41	 Mtn zebra	5				-32.228988	22.333193
820	2009/03/21	10:31:45	Gemsbok	3				-32.230632	22.331522
821	2009/03/21	10:31:56	 Mtn zebra	4				-32.234058	22.327560
822	2009/03/21	10:32:08	Gemsbok	11				-32.237550	22.323448
823	2009/03/21	10:32:12	 Mtn zebra	2				-32.238977	22.321560
824	2009/03/21	10:32:21	 Mtn zebra	5				-32.240217	22.318195
825	2009/03/21	10:32:27	Ostrich	4				-32.238778	22.315435
826	2009/03/21	10:33:03	Gemsbok	38		6		-32.240582	22.316735
827	2009/03/21	10:33:26	Red Hartebeest	1				-32.246498	22.310993
828	2009/03/21	10:33:31	Red Hartebeest	6				-32.248117	22.311612
829	2009/03/21	10:33:34	Gemsbok	1				-32.248777	22.312508
830	2009/03/21	10:34:21	Red Hartebeest			3		-32.244662	22.314523
831	2009/03/21	10:34:56	Ostrich	4				-32.239458	22.326047
832	2009/03/21	10:35:02	 Mtn zebra	5				-32.237880	22.328115
833	2009/03/21	10:35:13	 Mtn zebra	3		1		-32.234898	22.332078
834	2009/03/21	10:36:12	Gemsbok	5		2		-32.234398	22.346790
835	2009/03/21	10:36:18	 Mtn zebra	7				-32.236410	22.344328
836	2009/03/21	10:36:23	Red Hartebeest	1				-32.238120	22.342482
837	2009/03/21	10:36:27	 Mtn zebra	8				-32.239873	22.340780
838	2009/03/21	10:36:32	Gemsbok	1				-32.241287	22.339417
839	2009/03/21	10:36:45	Red Hartebeest	5		1		-32.245633	22.333877
840	2009/03/21	10:36:50	 Mtn zebra	2				-32.246863	22.332255
841	2009/03/21	10:37:01	Gemsbok	2				-32.250150	22.327740
842	2009/03/21	10:37:07	Red Hartebeest	9		2		-32.251910	22.325290
843	2009/03/21	10:41:09	Eland	99		14		-32.256228	22.325337
844	2009/03/21	10:41:30	Gemsbok	2				-32.250380	22.332605
845	2009/03/21	10:42:12	 Mtn zebra	3				-32.238337	22.347187
846	2009/03/21	10:42:23	 Mtn zebra	3				-32.235272	22.351113
847	2009/03/21	10:43:06	Baboon	1				-32.223445	22.356690
848	2009/03/21	10:44:21	Kudu	2				-32.243718	22.349527
849	2009/03/21	10:44:28	 Mtn zebra	5		1		-32.245885	22.347057
850	2009/03/21	10:44:34	Gemsbok	1				-32.247733	22.344860
851	2009/03/21	10:44:51	Gemsbok	8				-32.253182	22.338218
852	2009/03/21	11:44:47	 Mtn zebra	5		1		-32.240868	22.358758
853	2009/03/21	11:45:19	Red Hartebeest	1				-32.246043	22.368480
854	2009/03/21	11:45:24	 Mtn zebra	4				-32.245322	22.370388
855	2009/03/21	11:46:25	Gemsbok	3				-32.254140	22.353023
856	2009/03/21	11:46:30	Gemsbok	1				-32.255340	22.351777
857	2009/03/21	11:46:55	Red Hartebeest	1				-32.262635	22.343378
858	2009/03/21	11:46:59	Springbok	1				-32.263835	22.342023
859	2009/03/21	11:47:42	Ostrich	7				-32.277383	22.327147
860	2009/03/21	11:48:30	Gemsbok	35		1		-32.280237	22.324755
861	2009/03/21	11:48:48	Gemsbok	1				-32.284930	22.319720
862	2009/03/21	11:49:28	Kudu	3	3			-32.298263	22.310442
863	2009/03/21	11:49:33	Kudu	1	1			-32.299358	22.312470
864	2009/03/21	11:49:37	Red Hartebeest	1	1			-32.298943	22.314858
865	2009/03/21	11:49:42	Gemsbok	1				-32.297990	22.316392
866	2009/03/21	11:49:47	Red Hartebeest	1				-32.296552	22.318038
867	2009/03/21	11:51:25	Red Hartebeest	6		2		-32.264593	22.351117
868	2009/03/21	11:51:43	 Mtn zebra	1				-32.259023	22.357297
869	2009/03/21	11:52:13	 Mtn zebra	3				-32.253252	22.365628
870	2009/03/21	11:52:17	Springbok	1				-32.255660	22.369537
871	2009/03/21	11:52:21	Kudu	1				-32.257227	22.369778
872	2009/03/21	11:52:44	 Mtn zebra	2				-32.265435	22.361057
873	2009/03/21	11:53:08	Gemsbok	1				-32.274318	22.351570
874	2009/03/21	11:53:14	Red Hartebeest	4		1		-32.276087	22.349635
875	2009/03/21	11:53:38	Ostrich	8				-32.283822	22.351453
876	2009/03/21	11:54:47	 Mtn zebra	3				-32.269785	22.377788
877	2009/03/21	11:57:07	Steenbok	1				-32.317513	22.378920
878	2009/03/21	11:57:54	Red Hartebeest	1	1			-32.296453	22.371977
879	2009/03/21	11:57:59	Gemsbok	1				-32.294662	22.371348
880	2009/03/21	11:58:14	 Mtn zebra	2				-32.287613	22.368938
881	2009/03/21	11:58:57	Red Hartebeest	1				-32.291190	22.361165
882	2009/03/21	11:59:01	Ostrich	2				-32.292915	22.361750
883	2009/03/21	11:59:15	Burchells zebra	8				-32.298738	22.363690
884	2009/03/21	11:59:33	Gemsbok	13				-32.306382	22.366605
885	2009/03/21	11:59:38	Ostrich	5				-32.308583	22.367357
886	2009/03/21	11:59:44	Gemsbok	1				-32.311210	22.368197
887	2009/03/21	12:00:36	Ostrich	2				-32.315533	22.358568
888	2009/03/21	12:01:04	Burchells zebra	2				-32.302537	22.353927
889	2009/03/21	12:01:31	Gemsbok	1				-32.290157	22.348810
890	2009/03/21	12:01:54	Ostrich	7				-32.286800	22.339585
891	2009/03/21	12:02:35	Ostrich	10				-32.303805	22.345330
892	2009/03/21	12:04:10	Red Hartebeest	10		2		-32.314752	22.335950
893	2009/03/21	12:04:17	Gemsbok	1				-32.310998	22.334745
894	2009/03/21	12:04:24	Burchells zebra	3		1		-32.308312	22.333947
895	2009/03/21	12:04:30	Burchells zebra	3				-32.305713	22.333192
896	2009/03/21	12:04:35	 Mtn zebra	5				-32.303580	22.332427
897	2009/03/21	12:04:49	Gemsbok	30				-32.297373	22.329495
898	2009/03/21	12:06:09	Gemsbok	1				-32.317385	22.329283
899	2009/03/21	12:06:25	Gemsbok	1				-32.324493	22.332703
900	2009/03/21	12:07:16	Ostrich	7				-32.323672	22.321117
901	2009/03/21	12:07:42	Gemsbok	12				-32.312707	22.314763
902	2009/03/21	12:08:18	Kudu	2	2			-32.296828	22.307063
903	2009/03/21	12:08:26	Kudu	5				-32.292925	22.305218
904	2009/03/21	12:08:30	Eland	1				-32.291185	22.304368
905	2009/03/21	12:10:04	Red Hartebeest	1				-32.262693	22.279905
906	2009/03/21	12:10:11	 Mtn zebra	3				-32.265865	22.280567
907	2009/03/21	12:10:15	Red Hartebeest	1				-32.267513	22.281402
908	2009/03/21	12:10:26	Gemsbok	7				-32.272122	22.284023
909	2009/03/21	12:10:46	Gemsbok	14				-32.280425	22.289053
910	2009/03/21	12:11:06	Ostrich	5				-32.289047	22.294120
911	2009/03/21	12:11:14	Red Hartebeest	3				-32.292627	22.296123
912	2009/03/21	12:11:18	Gemsbok	1				-32.294452	22.297105
913	2009/03/21	12:12:06	Red Hartebeest	8				-32.314710	22.307595
914	2009/03/21	12:12:14	 Mtn zebra	4				-32.317898	22.309440
915	2009/03/21	12:12:18	 Mtn zebra	2				-32.319520	22.310370
916	2009/03/21	12:12:22	Gemsbok	1				-32.321145	22.311312
917	2009/03/21	12:12:42	Gemsbok	1				-32.329660	22.315893
918	2009/03/21	12:13:25	Gemsbok	1				-32.330068	22.304692
919	2009/03/21	12:13:51	Kudu	1				-32.317962	22.298902
920	2009/03/21	12:14:37	Ostrich	11				-32.297497	22.287718
921	2009/03/21	12:14:48	Gemsbok	13				-32.292690	22.285152
922	2009/03/21	12:15:06	Gemsbok	1				-32.284905	22.280960
923	2009/03/21	12:15:10	Red Hartebeest	2				-32.283188	22.280030
924	2009/03/21	12:15:42	Ostrich	28				-32.272482	22.271808
925	2009/03/21	12:16:54	Eland	61		10		-32.272762	22.273993
926	2009/03/21	12:17:26	Gemsbok	57				-32.273687	22.274420
927	2009/03/21	12:17:53	Gemsbok	29		1		-32.273442	22.282180
928	2009/03/21	12:17:59	Gemsbok			1		-32.274310	22.283512
929	2009/03/21	12:18:28	Gemsbok	1				-32.279935	22.275598
930	2009/03/21	12:18:32	Springbok	1				-32.281165	22.274702
931	2009/03/21	12:19:05	Red Hartebeest	5				-32.293188	22.279655
932	2009/03/21	12:19:28	Gemsbok	5				-32.301723	22.283810
933	2009/03/21	12:19:33	Red Hartebeest	3				-32.303628	22.284808
934	2009/03/21	12:19:41	Gemsbok	1				-32.306713	22.286275
935	2009/03/21	12:19:45	Gemsbok	1				-32.308247	22.286958
936	2009/03/21	12:19:50	Burchells zebra	4				-32.310190	22.287828
937	2009/03/21	12:20:24	Ostrich	8				-32.312153	22.288817
938	2009/03/21	12:20:51	Gemsbok	1				-32.335718	22.299788
939	2009/03/21	12:21:58	 Mtn zebra	2				-32.317905	22.279952
940	2009/03/21	12:22:14	Gemsbok	1				-32.311482	22.276537
941	2009/03/21	12:22:22	Red Hartebeest	11				-32.308145	22.274840
942	2009/03/21	12:22:44	Ostrich	5				-32.299427	22.268425
943	2009/03/21	12:23:03	Kudu	1	1			-32.304697	22.263717
944	2009/03/21	12:23:07	Red Hartebeest	1				-32.306275	22.264772
945	2009/03/21	12:23:12	Kudu	2				-32.308078	22.266308
946	2009/03/21	12:23:39	Gemsbok	1				-32.318355	22.272400
947	2009/03/21	12:23:51	Springbok	1				-32.322948	22.275107
948	2009/03/21	12:24:23	Ostrich	4				-32.336630	22.282802
949	2009/03/21	12:25:21	Red Hartebeest	9				-32.333615	22.270258
950	2009/03/21	12:26:06	Eland	5		1		-32.314305	22.257997
951	2009/03/21	12:26:11	Burchells zebra	4				-32.313068	22.255525
952	2009/03/21	12:26:18	Eland	1	1			-32.313667	22.251915
953	2009/03/21	12:26:39	Kudu	2	2			-32.320740	22.250425
954	2009/03/21	12:26:49	Eland	28				-32.320358	22.253392
955	2009/03/21	12:27:08	Burchells zebra	7		3		-32.325198	22.257822
956	2009/03/21	12:27:14	Ostrich	12				-32.327020	22.258762
957	2009/03/21	12:27:44	Gemsbok	1				-32.337327	22.264855
958	2009/03/21	12:28:58	Red Hartebeest	23				-32.337375	22.248403
959	2009/03/21	12:29:05	Kudu	1	1			-32.340210	22.248530
960	2009/03/21	12:31:59	Kudu	9	1			-32.293980	22.258642
961	2009/03/21	12:32:04	Red Hartebeest	5				-32.291753	22.258485
962	2009/03/21	12:32:13	Kudu	11	2			-32.287875	22.258138
963	2009/03/21	12:32:18	Kudu	1				-32.285760	22.257730
964	2009/03/21	12:33:01	Baboon	20				-32.269295	22.257025
965	2009/03/21	12:33:06	Jackal	1				-32.267460	22.257218
966	2009/03/21	12:33:27	Kudu	7		1		-32.259972	22.254557
967	2009/03/21	12:33:33	Red Hartebeest	3				-32.258042	22.252180
968	2009/03/21	12:33:37	Red Hartebeest	2				-32.257120	22.251217
969	2009/03/21	12:33:46	Gemsbok	1				-32.254050	22.248853
970	2009/03/21	12:33:57	Kudu	12				-32.250302	22.245942
971	2009/03/21	12:34:01	Kudu	1	1			-32.249027	22.244952
972	2009/03/21	12:34:04	Gemsbok	1				-32.247823	22.243892
973	2009/03/21	12:34:20	Kudu	5	2	1		-32.243283	22.239977
974	2009/03/21	12:34:46	Red Hartebeest	2				-32.233107	22.237000
975	2009/03/21	12:34:51	Eland	1	1			-32.230992	22.236765
976	2009/03/21	12:34:58	Gemsbok	1				-32.228015	22.236677
977	2009/03/21	12:35:55	Kudu	1				-32.203113	22.231848
978	2009/03/21	12:36:31	Springbok	6				-32.196490	22.241895
979	2009/03/21	12:37:14	 Mtn zebra	5		1		-32.190747	22.237970
980	2009/03/21	12:37:19	 Mtn zebra			1		-32.190250	22.235687
981	2009/03/21	12:37:53	Springbok	1				-32.184852	22.219493
982	2009/03/21	12:38:08	 Mtn zebra	8		2		-32.186457	22.211802
983	2009/03/21	12:38:54	Red Hartebeest	1				-32.199328	22.202233
984	2009/03/21	12:38:59	Springbok	2				-32.200612	22.200308
985	2009/03/21	12:39:55	Springbok	9				-32.199300	22.212058
986	2009/03/21	12:40:04	Red Hartebeest	8				-32.195137	22.213090
987	2009/03/21	12:40:51	 Mtn zebra	6		2		-32.175220	22.210725
988	2009/03/21	12:41:01	 Mtn zebra	2				-32.175525	22.205592
989	2009/03/21	12:41:10	Kudu	1	1			-32.177608	22.201580
990	2009/03/21	12:41:59	 Mtn zebra	10				-32.169895	22.211610
991	2009/03/21	12:42:05	Red Hartebeest	14				-32.168705	22.213497
992	2009/03/21	12:42:13	 Mtn zebra	1				-32.165953	22.214418
993	2009/03/21	12:42:18	 Mtn zebra	11				-32.164028	22.214827
994	2009/03/21	12:42:24	Red Hartebeest	1	1			-32.162107	22.216265
995	2009/03/21	12:42:29	Springbok	3				-32.161085	22.218207
996	2009/03/21	12:43:05	Gemsbok	1				-32.169810	22.220692
997	2009/03/21	12:44:42	Springbok	1				-32.167995	22.236340
998	2009/03/21	12:45:25	Red Hartebeest	2				-32.173707	22.253305
999	2009/03/21	12:45:30	Red Hartebeest	1				-32.175598	22.254183
1000	2009/03/21	12:45:39	 Mtn zebra	9				-32.178732	22.256677
1001	2009/03/21	12:46:09	Red Hartebeest	24		2		-32.174325	22.261610
1002	2009/03/21	12:46:21	Kudu	2		1		-32.173922	22.257525
1003	2009/03/21	12:46:27	 Mtn zebra	4				-32.175740	22.256255
1004	2009/03/21	12:47:17	Red Hartebeest	6				-32.183802	22.246737
1005	2009/03/21	12:47:24	Red Hartebeest	2		1		-32.181020	22.245565
1006	2009/03/21	12:47:35	Red Hartebeest	4				-32.176742	22.243582
1007	2009/03/21	12:47:40	Red Hartebeest	1	1			-32.174852	22.242528
1008	2009/03/21	12:47:45	Red Hartebeest	3				-32.173058	22.241322
1009	2009/03/21	12:47:52	Red Hartebeest	1				-32.171867	22.239095
1010	2009/03/21	12:48:04	Red Hartebeest	1				-32.174767	22.235442
1011	2009/03/21	12:48:08	Gemsbok	3				-32.176275	22.235957
1012	2009/03/21	12:48:21	 Mtn zebra	7		2		-32.181253	22.238508
1013	2009/03/21	12:48:44	Kudu	1	1			-32.188850	22.237302
1014	2009/03/21	12:48:51	Kudu	3				-32.188638	22.234533
1015	2009/03/21	12:49:15	Springbok	7				-32.180575	22.230275
1016	2009/03/21	12:49:45	 Mtn zebra	7		2		-32.175628	22.222595
1017	2009/03/21	12:49:50	Gemsbok	1				-32.176588	22.220875
1018	2009/03/21	12:50:00	Red Hartebeest	2				-32.179507	22.221110
1019	2009/03/21	12:54:51	Red Hartebeest	1				-32.214512	22.255980
1020	2009/03/21	12:54:57	Kudu	5				-32.216552	22.255872
1021	2009/03/21	12:55:52	Red Hartebeest	2				-32.232890	22.256428
1022	2009/03/21	12:55:56	Kudu	1				-32.234007	22.255597
1023	2009/03/21	12:56:13	Gemsbok	1				-32.239008	22.255827
1024	2009/03/21	12:56:54	Kudu	4	1			-32.251413	22.258028
1025	2009/03/21	12:57:42	Jackal	1				-32.267437	22.259030
1026	2009/03/21	12:57:49	Baboon	1				-32.268923	22.257437
1027	2009/03/21	13:12:19	 Mtn zebra	1				-32.265322	22.397272
1028	2009/03/21	13:14:55	 Mtn zebra	2				-32.259295	22.413115
1029	2009/03/21	13:15:47	Gemsbok	2				-32.255247	22.422365
1030	2009/03/21	13:15:55	Ostrich	4				-32.259783	22.424335
1031	2009/03/21	13:16:03	Ostrich	7				-32.263707	22.426320
1032	2009/03/21	13:16:08	Ostrich	1				-32.265662	22.427198
1033	2009/03/21	13:16:13	Springbok	5				-32.268158	22.428290
1034	2009/03/21	13:16:17	Springbok	1				-32.270037	22.429188
1035	2009/03/21	13:17:36	Ostrich	7				-32.255355	22.432907
1036	2009/03/21	13:17:40	Gemsbok	1				-32.253927	22.431842
1037	2009/03/21	13:19:14	Springbok	1				-32.269397	22.434777
1038	2009/03/21	13:20:44	Gemsbok	1				-32.284303	22.396083
1039	2009/03/21	13:22:28	Gemsbok	27				-32.327250	22.393992
1040	2009/03/21	13:22:49	Kudu	4	3			-32.334482	22.401947
1041	2009/03/21	13:23:15	Kudu	2	2			-32.343968	22.411573
1042	2009/03/21	13:23:22	Springbok	8				-32.346757	22.414095
1043	2009/03/21	13:23:27	Springbok	4				-32.348815	22.415738
1044	2009/03/21	13:23:40	Red Hartebeest	16				-32.354205	22.418953
1045	2009/03/21	13:23:47	Red Hartebeest	2				-32.356480	22.417898
1046	2009/03/21	13:25:17	Ostrich	3				-32.356887	22.421932
1047	2009/03/21	13:25:22	Kudu	2	2			-32.358628	22.423153
1048	2009/03/21	13:25:26	Springbok	1				-32.359962	22.424152
1049	2009/03/21	13:25:50	Burchells zebra	7				-32.368927	22.430342
1050	2009/03/21	13:27:04	Kudu	1	1			-32.360643	22.433258
1051	2009/03/21	13:27:25	Ostrich	3				-32.353313	22.426265
1052	2009/03/21	13:27:31	Kudu	3	3			-32.351122	22.424345
1053	2009/03/21	13:28:40	Red Hartebeest	1				-32.326445	22.400985
1054	2009/03/21	13:29:00	Burchells zebra	4				-32.319243	22.394212
1055	2009/03/21	13:30:49	Kudu	3				-32.331173	22.410177
1056	2009/03/21	13:32:11	Kudu	2	2			-32.359128	22.441540
1057	2009/03/21	13:32:30	Baboon	1				-32.367710	22.444645
1058	2009/03/21	13:32:43	Springbok	2				-32.372542	22.449418
1059	2009/03/21	13:32:57	Springbok	8				-32.377847	22.454383
1060	2009/03/21	13:33:18	Red Hartebeest	5				-32.386213	22.460943
1061	2009/03/21	13:33:37	Springbok	4				-32.393767	22.466633
1062	2009/03/21	13:35:29	Kudu	1	1			-32.367798	22.454680
1063	2009/03/21	13:36:12	Baboon	20				-32.352725	22.440102
1064	2009/03/21	13:37:50	 Mtn zebra	7				-32.350183	22.448053
1065	2009/03/21	13:38:02	Burchells zebra	6		2		-32.354095	22.452282
1066	2009/03/21	13:39:07	Ostrich	11				-32.378292	22.476705
1067	2009/03/21	13:41:02	Ostrich	10				-32.372847	22.481965
1068	2009/03/21	13:41:44	Baboon	10				-32.357812	22.484663
1069	2009/03/21	13:43:33	Kudu	1	1			-32.320335	22.464043
1070	2009/03/21	13:43:58	 Mtn zebra	2				-32.318350	22.451533
1071	2009/03/21	13:44:13	 Mtn zebra	1				-32.314983	22.444590
1072	2009/03/21	13:44:25	Red Hartebeest	1				-32.311670	22.438962
1073	2009/03/21	13:44:44	Ostrich	2				-32.305738	22.430543
1074	2009/03/21	13:44:50	Kudu	3				-32.303803	22.427895
1075	2009/03/21	13:45:38	Burchells zebra	3		1		-32.290437	22.430737
1076	2009/03/21	13:45:44	Red Hartebeest	6				-32.292603	22.432870
1077	2009/03/21	13:46:05	Red Hartebeest	3				-32.300863	22.438860
1078	2009/03/21	13:46:39	Gemsbok	1				-32.314197	22.450502
1079	2009/03/21	13:46:45	 Mtn zebra	3				-32.316560	22.452862
1080	2009/03/21	13:46:50	Gemsbok	8				-32.318393	22.454962
1081	2009/03/21	13:46:57	 Mtn zebra	6				-32.320197	22.458452
1082	2009/03/21	13:48:36	Red Hartebeest	1	1			-32.310422	22.452953
1083	2009/03/21	13:49:24	Red Hartebeest	2				-32.294940	22.432752
1084	2009/03/21	13:50:36	Red Hartebeest	1				-32.294212	22.445630
1085	2009/03/21	13:52:15	Red Hartebeest	2				-32.298897	22.462587
1086	2009/03/21	13:52:47	Red Hartebeest	3				-32.285410	22.456452
1087	2009/03/21	13:53:07	Kudu	1	1			-32.285392	22.466245
1088	2009/03/21	13:53:44	Eland	6				-32.295572	22.482053
1089	2009/03/21	13:53:49	Red Hartebeest	7				-32.295167	22.485038
1090	2009/03/21	13:54:57	 Mtn zebra	1				-32.303515	22.505158
1091	2009/03/21	13:55:50	Kudu	1				-32.296812	22.498303
1092	2009/03/21	14:11:50	Buffalo	5		1		-32.285893	22.333010
