SURVEY	YEAR	MONTH	DATE	SITE	BLOCK	TREATMENT	PLOT	REBAR	NIGHT	SPECIES	CAPTURE	SEX	CONDITION	AGE	LEFT_HIND_FOOT	LEFT_TAG	ORIGINAL_TAG	ID	MARKS	WEIGHT	notes
11	2011	January	20-Jan-11	SOUTH	2	OPEN	S2OPEN	1A	2	UMus	R								1		
11	2011	January	20-Jan-11	SOUTH	2	OPEN	S2OPEN	1B	2	Same	R	f	N	A		186/191	186/191	1323	0	56	
11	2011	January	20-Jan-11	SOUTH	2	OPEN	S2OPEN	2E	2	Aehi	R					B1 899/B1 894	B1 899/B1 894	284	0		
11	2011	January	20-Jan-11	SOUTH	2	OPEN	S2OPEN	3F	2	Same	R					B1 611/B1 612	B1 611/B1 612	1337	0		
11	2011	January	20-Jan-11	SOUTH	2	OPEN	S2OPEN	6B	2	Acke	C	m	S	A				216	1	17	
11	2011	January	21-Jan-11	SOUTH	2	OPEN	S2OPEN	1A	3	Same	R	m	N	A		x3962/x3958	x3962/x3958	1423	0	79	
11	2011	January	21-Jan-11	SOUTH	2	OPEN	S2OPEN	1B	3	Same	R					186/181	186/181	1323	0		
11	2011	January	21-Jan-11	SOUTH	2	OPEN	S2OPEN	1D	3	Aehi	R	m	N	A		134/145	134/145	244	0	122	
11	2011	January	21-Jan-11	SOUTH	2	OPEN	S2OPEN	1E	3	Aehi	R					B1 899/B1 894	B1 899/B1 894	284	0		
11	2011	January	21-Jan-11	SOUTH	2	OPEN	S2OPEN	2F	3	Croc	C	f	N	A				410	1	7.1	
11	2011	January	21-Jan-11	SOUTH	2	OPEN	S2OPEN	5B	3	Acke	R								1		
11	2011	January	22-Jan-11	SOUTH	2	OPEN	S2OPEN	2D	4	Same	R					186/181	186/181	1323	0		
11	2011	January	22-Jan-11	SOUTH	2	OPEN	S2OPEN	2G	4	Same	R					B1 611/B1 612	B1 611/B1 612	1337	0		
11	2011	January	22-Jan-11	SOUTH	2	OPEN	S2OPEN	3F	4	Aehi	R					B1 899/B1 894	B1 899/B1 894	284	0		
11	2011	January	19-Jan-11	SOUTH	2	TOTAL	S2TOTAL	2B	1	Acke	C	m	S	A				213	1	26	
11	2011	January	19-Jan-11	SOUTH	2	TOTAL	S2TOTAL	2F	1	Acke	C	f	P	A				212	1	33	
11	2011	January	19-Jan-11	SOUTH	2	TOTAL	S2TOTAL	3E	1	UMus	C	f	N	A				1130	1	4.9	
11	2011	January	19-Jan-11	SOUTH	2	TOTAL	S2TOTAL	5B	1	UMus	C	f	P	A				1132	1	6.5	
11	2011	January	19-Jan-11	SOUTH	2	TOTAL	S2TOTAL	6A	1	Acke	C	f	P	A				211	1	31	
11	2011	January	19-Jan-11	SOUTH	2	TOTAL	S2TOTAL	7E	1	Gero	C	f	N	J		B1 886/B1 885	B1 886/B1 885	588	0	40	
11	2011	January	20-Jan-11	SOUTH	2	TOTAL	S2TOTAL	1B	2	Acke	R								1		
11	2011	January	20-Jan-11	SOUTH	2	TOTAL	S2TOTAL	1D	2	Acke	R								1		
11	2011	January	20-Jan-11	SOUTH	2	TOTAL	S2TOTAL	2F	2	Acke	C	m	S	A				220	1	26	
11	2011	January	20-Jan-11	SOUTH	2	TOTAL	S2TOTAL	4B	2	UMus	C	m	N	J				1141	1	3.6	
11	2011	January	20-Jan-11	SOUTH	2	TOTAL	S2TOTAL	5G	2	Elru	R	f	N	A		B1 604/B1 603	B1 604/B1 603	456	0	60	
11	2011	January	20-Jan-11	SOUTH	2	TOTAL	S2TOTAL	7D	2	Gero	R					B1 886/B1 885	B1 886/B1 885	588	0		
11	2011	January	20-Jan-11	SOUTH	2	TOTAL	S2TOTAL	7E	2	Acke	R								1		
11	2011	January	21-Jan-11	SOUTH	2	TOTAL	S2TOTAL	3E	3	UMus	C	f	N	A				1144	1	5.1	
11	2011	January	21-Jan-11	SOUTH	2	TOTAL	S2TOTAL	3G	3	Elru	R					B1 604/B1 603	B1 604/B1 603	456	0		
11	2011	January	21-Jan-11	SOUTH	2	TOTAL	S2TOTAL	5B	3	UMus	R								1		
11	2011	January	21-Jan-11	SOUTH	2	TOTAL	S2TOTAL	7D	3	Gero	R					B1 886/B1 885	B1 886/B1 885	588	0		
11	2011	January	21-Jan-11	SOUTH	2	TOTAL	S2TOTAL	7F	3	Acke	R								1		
11	2011	January	21-Jan-11	SOUTH	2	TOTAL	S2TOTAL	7G	3	Gero	C	m	S	A		B1 870/B1 868	B1 870/B1 868	587	0	102	
11	2011	January	22-Jan-11	SOUTH	2	TOTAL	S2TOTAL	1C	4	Same	R	m	S	A		B1 825/B1 607	B1 825/B1 607	1355	0	61	
11	2011	January	22-Jan-11	SOUTH	2	TOTAL	S2TOTAL	1D	4	Acke	R								1		
11	2011	January	22-Jan-11	SOUTH	2	TOTAL	S2TOTAL	2A	4	Same	C	m	N	J		B1 847/B1 864	B1 847/B1 864	1357	0	32	
11	2011	January	22-Jan-11	SOUTH	2	TOTAL	S2TOTAL	2B	4	Same	R	f	N	A		x3493/x3547	x3493/x3547	1390	0	59	
11	2011	January	22-Jan-11	SOUTH	2	TOTAL	S2TOTAL	2C	4	Acke	R								1		
11	2011	January	22-Jan-11	SOUTH	2	TOTAL	S2TOTAL	2D	4	UMus	C	m	S	A				1164	1	8	
11	2011	January	22-Jan-11	SOUTH	2	TOTAL	S2TOTAL	4D	4	UMus	R								1		
11	2011	January	22-Jan-11	SOUTH	2	TOTAL	S2TOTAL	4G	4	Elru	R					B1 604/B1 603	B1 604/B1 603	456	0		
11	2011	January	22-Jan-11	SOUTH	2	TOTAL	S2TOTAL	6G	4	Gero	R					B1 886/B1 885	B1 886/B1 885	588	0		
11	2011	January	22-Jan-11	SOUTH	2	TOTAL	S2TOTAL	7F	4	UMus	C	m	S	A				1162	1	5.1	
11	2011	January	22-Jan-11	SOUTH	2	TOTAL	S2TOTAL	7F	4	UMus	C	f	N	A				1160	1	5.2	
11	2011	January	22-Jan-11	SOUTH	2	TOTAL	S2TOTAL	7G	4	Elru	R	m	N	A		B1 646/x3630	x3642/x3630	502	0		
11	2011	January	19-Jan-11	SOUTH	3	OPEN	S3OPEN	2A	1	UMus	C	m	N	A				1127	1	4	
11	2011	January	20-Jan-11	SOUTH	3	OPEN	S3OPEN	2C	2	UMus	C	m	S	A				1137	1	4.1	
11	2011	January	20-Jan-11	SOUTH	3	OPEN	S3OPEN	4E	2	UMus	C	m	S	A				1136	1	4	
11	2011	January	20-Jan-11	SOUTH	3	OPEN	S3OPEN	5G	2	Acke	C	m	S	A				217	1	26	
11	2011	January	21-Jan-11	SOUTH	3	OPEN	S3OPEN	4E	3	UMus	C	f	N	A				1142	1	4	
11	2011	January	21-Jan-11	SOUTH	3	OPEN	S3OPEN	4E	3	UMus	C	m	N	A				1143	1	4.6	
11	2011	January	21-Jan-11	SOUTH	3	OPEN	S3OPEN	5F	3	Acke	R								1		
11	2011	January	22-Jan-11	SOUTH	3	OPEN	S3OPEN	1F	4	UMus	C	f	L	A				1147	1	6.6	
11	2011	January	22-Jan-11	SOUTH	3	OPEN	S3OPEN	2A	4	UMus	C	f	N	A				1151	1	3.8	
11	2011	January	22-Jan-11	SOUTH	3	OPEN	S3OPEN	2D	4	UMus	C	m	N	A				1153	1	4.4	
11	2011	January	19-Jan-11	SOUTH	3	TOTAL	S3TOTAL	1A	1	Gero	C	f	N	A		B1 889/B1 879	B1 889/B1 879	1469	0	67	
11	2011	January	19-Jan-11	SOUTH	3	TOTAL	S3TOTAL	1D	1	Aehi	C	f	P	A		B1 882/B1 883	B1 882/B1 883	283	0	105	
11	2011	January	19-Jan-11	SOUTH	3	TOTAL	S3TOTAL	1G	1	UMus	C	m	S	A				1134	1	5.5	
11	2011	January	19-Jan-11	SOUTH	3	TOTAL	S3TOTAL	2C	1	Gero	R	f	P	A		x3447/B1 698	x3447/x3448	2297	0	100	
11	2011	January	19-Jan-11	SOUTH	3	TOTAL	S3TOTAL	2E	1	Gero	R	m	S	A		191/x3438	x3437/x3438	664	0	122	
11	2011	January	19-Jan-11	SOUTH	3	TOTAL	S3TOTAL	4C	1	Same	C	m	N	J		B1 900/B1 891	B1 900/B1 891	1363	0	33	
11	2011	January	19-Jan-11	SOUTH	3	TOTAL	S3TOTAL	4G	1	UMus	C	f	P	A				1131	1	6	
11	2011	January	19-Jan-11	SOUTH	3	TOTAL	S3TOTAL	5G	1	Same	R	f	P	A		B1 550/B1 549	B1 550/B1 549	1336	0	88	
11	2011	January	19-Jan-11	SOUTH	3	TOTAL	S3TOTAL	6A	1	Acke	C	f	N	A				210	1	20	
11	2011	January	20-Jan-11	SOUTH	3	TOTAL	S3TOTAL	1A	2	Gero	R					B1 889/B1 879	B1 889/B1 879	1469	0		
11	2011	January	20-Jan-11	SOUTH	3	TOTAL	S3TOTAL	1D	2	Aehi	R	m	S	A		192/B1 824	192/195	251	0	128	
11	2011	January	20-Jan-11	SOUTH	3	TOTAL	S3TOTAL	2E	2	Aehi	R	m	S	A		B1 634/B1 645	B1 634/B1 645	260	0	120	
11	2011	January	20-Jan-11	SOUTH	3	TOTAL	S3TOTAL	2F	2	Aehi	C	m	N	J		B1 881/B1 888	B1 881/B1 888	282	0	34	
11	2011	January	20-Jan-11	SOUTH	3	TOTAL	S3TOTAL	3D	2	Gero	R	m	S	A		191/x3438	x3437/x3438	664	0	116	
11	2011	January	20-Jan-11	SOUTH	3	TOTAL	S3TOTAL	3G	2	Same	R					B1 550/B1 549	B1 550/B1 549	1336	0		
11	2011	January	20-Jan-11	SOUTH	3	TOTAL	S3TOTAL	4B	2	Same	R					B1 900/B1 891	B1 900/B1 891	1363	0		
11	2011	January	20-Jan-11	SOUTH	3	TOTAL	S3TOTAL	6B	2	UMus	C	f	N	A				1138	1	5.8	
11	2011	January	21-Jan-11	SOUTH	3	TOTAL	S3TOTAL	1D	3	Aehi	R					B1 634/B1 645	B1 634/B1 645	260	0		
11	2011	January	21-Jan-11	SOUTH	3	TOTAL	S3TOTAL	1E	3	Aehi	R					B1 882/B1 883	B1 882/B1 883	283	0		
11	2011	January	21-Jan-11	SOUTH	3	TOTAL	S3TOTAL	1F	3	Aehi	R					192/B1 824	192/195	251	0		
11	2011	January	21-Jan-11	SOUTH	3	TOTAL	S3TOTAL	2A	3	Gero	R					B1 889/B1 879	B1 889/B1 879	1469	0		
11	2011	January	21-Jan-11	SOUTH	3	TOTAL	S3TOTAL	2F	3	Gero	R					191/x3438	x3437/x3438	664	0		
11	2011	January	21-Jan-11	SOUTH	3	TOTAL	S3TOTAL	4C	3	Same	R					B1 900/B1 891	B1 900/B1 891	1363	0		
11	2011	January	21-Jan-11	SOUTH	3	TOTAL	S3TOTAL	4F	3	Same	R					B1 550/B1 549	B1 550/B1 549	1336	0		
11	2011	January	21-Jan-11	SOUTH	3	TOTAL	S3TOTAL	4G	3	Same	R	f	N	A		B1 663/B1 641	B1 663/B1 641	1343	0	70	
11	2011	January	21-Jan-11	SOUTH	3	TOTAL	S3TOTAL	7B	3	Gero	R	f	N	A		x3447/B1 698	x3447/x3448	2297	0	91	
11	2011	January	22-Jan-11	SOUTH	3	TOTAL	S3TOTAL	1A	4	Gero	R					B1 889/B1 879	B1 889/B1 879	1469	0		
11	2011	January	22-Jan-11	SOUTH	3	TOTAL	S3TOTAL	1D	4	Aehi	R					B1 882/B1 883	B1 882/B1 883	283	0		
11	2011	January	22-Jan-11	SOUTH	3	TOTAL	S3TOTAL	1G	4	Same	C	f	N	A		B1 895/B1 880	B1 895/B1 880	1362	0	68	
11	2011	January	22-Jan-11	SOUTH	3	TOTAL	S3TOTAL	3C	4	Gero	R					x3447/B1 698	x3447/x3448	2297	0		
11	2011	January	22-Jan-11	SOUTH	3	TOTAL	S3TOTAL	3E	4	Aehi	C	m	S	A		B1 872/B1 858	B1 872/B1 858	280	0	112	
11	2011	January	22-Jan-11	SOUTH	3	TOTAL	S3TOTAL	3F	4	Gero	R					191/x3438	x3437/x3438	664	0		
11	2011	January	22-Jan-11	SOUTH	3	TOTAL	S3TOTAL	3G	4	Same	R					B1 550/B1 549	B1 550/B1 549	1336	0		
11	2011	January	22-Jan-11	SOUTH	3	TOTAL	S3TOTAL	4B	4	Same	R					B1 900/B1 891	B1 900/B1 891	1363	0		
11	2011	January	22-Jan-11	SOUTH	3	TOTAL	S3TOTAL	5A	4	Aehi	C	f	L	A		B1 827/B1 826	B1 827/B1 826	277	0	54	
11	2011	January	22-Jan-11	SOUTH	3	TOTAL	S3TOTAL	5B	4	Same	C	m	N	J		B1 848/B1 849	B1 848/B1 849	1358	0	34	
11	2011	January	22-Jan-11	SOUTH	3	TOTAL	S3TOTAL	6B	4	Same	R	f	N	A		162/3	162/3	1318	0	68	
11	2011	January	22-Jan-11	SOUTH	3	TOTAL	S3TOTAL	6C	4	UMus	C	m	S	A				1163	1	5.9	
11	2011	January	22-Jan-11	SOUTH	3	TOTAL	S3TOTAL	6C	4	UMus	R								1		
11	2011	January	22-Jan-11	SOUTH	3	TOTAL	S3TOTAL	6G	4	UMus	C	f	N	A				1159	1	4.9	
11	2011	January	22-Jan-11	SOUTH	3	TOTAL	S3TOTAL	7A	4	Elru	R	m	N	A		B1 648/B1 608	B1 648/B1 608	459	0	55	
11	2011	January	22-Jan-11	SOUTH	3	TOTAL	S3TOTAL	7B	4	Acke	C	f	N	A				222	1	19	
12	2011	March	15-Mar-11	CENTRAL	1	OPEN	C1OPEN	7A	1	UMus	C	m	S	A				1205	1	5.2	
12	2011	March	16-Mar-11	CENTRAL	1	OPEN	C1OPEN	5A	2	UMus	C	f	N	A				1215	1	5.2	
12	2011	March	17-Mar-11	CENTRAL	1	OPEN	C1OPEN	1E	3	UMus	C	m	S	A				1223	1	6.1	
12	2011	March	17-Mar-11	CENTRAL	1	OPEN	C1OPEN	6A	3	UMus	C	f	P	A				1221	1	6.4	
12	2011	March	18-Mar-11	CENTRAL	1	OPEN	C1OPEN		4												Nothing caught
12	2011	March	15-Mar-11	CENTRAL	1	TOTAL	C1TOTAL	1B	1	UMus	C	m	N	A				1210	1	4	
12	2011	March	15-Mar-11	CENTRAL	1	TOTAL	C1TOTAL	3D	1	UMus	C	f	P	A				1209	1	5	
12	2011	March	16-Mar-11	CENTRAL	1	TOTAL	C1TOTAL	1G	2	UArvi	C	f	N	A		B1 711/B1 720	B1 711/B1 720	352	0	77	
12	2011	March	17-Mar-11	CENTRAL	1	TOTAL	C1TOTAL	1A	3	UMus	C	f	P	A				1225	1	5.9	
12	2011	March	18-Mar-11	CENTRAL	1	TOTAL	C1TOTAL	1A	4	UMus	C	m	S	A				1227	1	5.9	
12	2011	March	15-Mar-11	CENTRAL	2	OPEN	C2OPEN		1												Nothing caught
12	2011	March	16-Mar-11	CENTRAL	2	OPEN	C2OPEN	2G	2	Taha	R	m	S	A		B1 845/B1 843	B1 845/B1 843	1437	0	52	
12	2011	March	17-Mar-11	CENTRAL	2	OPEN	C2OPEN	4A	3	UMus	C	m	S	A				1222	1	6	
12	2011	March	17-Mar-11	CENTRAL	2	OPEN	C2OPEN	4A	3	UMus	C	f	P	A				1220	1	6.3	
12	2011	March	17-Mar-11	CENTRAL	2	OPEN	C2OPEN	5G	3	Elru	C	m	N	A		B1 705/B1 710	B1 705/B1 710	462	0	58	
12	2011	March	18-Mar-11	CENTRAL	2	OPEN	C2OPEN		4												Nothing caught
12	2011	March	15-Mar-11	CENTRAL	2	TOTAL	C2TOTAL	1E	1	UMus	C								1		Dead
12	2011	March	15-Mar-11	CENTRAL	2	TOTAL	C2TOTAL	4D	1	Elru	R	f	P	A		x3982/x3030	 x3982/x3030	425	0	63	
12	2011	March	15-Mar-11	CENTRAL	2	TOTAL	C2TOTAL	7G	1	UMus	C	m	N	A				1211	1	4.2	
12	2011	March	16-Mar-11	CENTRAL	2	TOTAL	C2TOTAL	1D	2	UMus	C	f	N	A				1216	1	5.5	
12	2011	March	16-Mar-11	CENTRAL	2	TOTAL	C2TOTAL	5C	2	Croc	C	f	N	A				412	1	8.9	
12	2011	March	16-Mar-11	CENTRAL	2	TOTAL	C2TOTAL	7A	2	Elru	C	f	N	A		B1 716/B1 712	B1 716/B1 712	464	0	64	
12	2011	March	17-Mar-11	CENTRAL	2	TOTAL	C2TOTAL	1D	3	UMus	R								1		
12	2011	March	17-Mar-11	CENTRAL	2	TOTAL	C2TOTAL	4C	3	UArvi	C	m	S	A		B1 724/B1 704	B1 724/B1 704	353	0	74	
12	2011	March	17-Mar-11	CENTRAL	2	TOTAL	C2TOTAL	7G	3	Gero	C	f	N	J		B1 718/B1 723	B1 718/B1 723	573	0	42	
12	2011	March	18-Mar-11	CENTRAL	2	TOTAL	C2TOTAL	1D	4	UMus	R								1		
12	2011	March	18-Mar-11	CENTRAL	2	TOTAL	C2TOTAL	3E	4	UMus	R								1		
12	2011	March	18-Mar-11	CENTRAL	2	TOTAL	C2TOTAL	5F	4	Same	C	m	N	J		B1 740/B1 746	B1 740/B1 746	1347	0	27	
12	2011	March	18-Mar-11	CENTRAL	2	TOTAL	C2TOTAL	5G	4	Gero	C	m	S	A		B1 730/B1 743	B1 730/B1 743	574	0	82	
12	2011	March	18-Mar-11	CENTRAL	2	TOTAL	C2TOTAL	7A	4	Elru	R	f	P	A		B1 651/14	B1 651/14	460	0	68	
12	2011	March	15-Mar-11	CENTRAL	3	OPEN	C3OPEN	7E	1	UMus	C	f	N	A				1203	1	4.5	
12	2011	March	16-Mar-11	CENTRAL	3	OPEN	C3OPEN		2												Nothing caught
12	2011	March	17-Mar-11	CENTRAL	3	OPEN	C3OPEN	6B	3	Gero	R					B1 702/B1 715	B1 702/B1 715	1467	0		
12	2011	March	18-Mar-11	CENTRAL	3	OPEN	C3OPEN	1G	4	UMus	C	m	N	A				1226	1	4.7	
12	2011	March	18-Mar-11	CENTRAL	3	OPEN	C3OPEN	3G	4	Gero	R					B1 702/B1 715	B1 702/B1 715	1467	0		
12	2011	March	15-Mar-11	CENTRAL	3	TOTAL	C3TOTAL	2D	1	Gero	C	m	S	A		B1 702/B1 715	B1 702/B1 715	1467	0	75	
12	2011	March	15-Mar-11	CENTRAL	3	TOTAL	C3TOTAL	4B	1	Croc	C	f	N	A				411	1	7.9	
12	2011	March	15-Mar-11	CENTRAL	3	TOTAL	C3TOTAL	5A	1	UMus	C	f	N	A				1207	1	5.4	
12	2011	March	16-Mar-11	CENTRAL	3	TOTAL	C3TOTAL	1C	2	UMus	C	f	P	A				1217	1	5.8	
12	2011	March	16-Mar-11	CENTRAL	3	TOTAL	C3TOTAL	1E	2	UMus	C	m	S	A				1219	1	5.2	
12	2011	March	17-Mar-11	CENTRAL	3	TOTAL	C3TOTAL	1E	3	UMus	R								1		
12	2011	March	17-Mar-11	CENTRAL	3	TOTAL	C3TOTAL	1E	3	UMus	R								1		
12	2011	March	17-Mar-11	CENTRAL	3	TOTAL	C3TOTAL	1F	3	Elru	C	f	P	A		B1 738/B1 721	B1 738/B1 721	466	0	73	
12	2011	March	17-Mar-11	CENTRAL	3	TOTAL	C3TOTAL	2D	3	Gero	C	m	S	A		B1 736/B1 750	B1 736/B1 750	576	0	109	
12	2011	March	17-Mar-11	CENTRAL	3	TOTAL	C3TOTAL	3E	3	Gero	C	f	N	A		B1 741/B1 748	B1 741/B1 748	577	0	90	
12	2011	March	17-Mar-11	CENTRAL	3	TOTAL	C3TOTAL	4B	3	Croc	C	f	P	A				413	1	10	
12	2011	March	18-Mar-11	CENTRAL	3	TOTAL	C3TOTAL	1C	4	UMus	R								1		
12	2011	March	18-Mar-11	CENTRAL	3	TOTAL	C3TOTAL	2D	4	Gero	R					B1 736/B1 750	B1 736/B1 750	576	0		
12	2011	March	18-Mar-11	CENTRAL	3	TOTAL	C3TOTAL	5B	4	Croc	R								1		
12	2011	March	18-Mar-11	CENTRAL	3	TOTAL	C3TOTAL	7E	4	UArvi	C	m	S	A		B1 747/B1 744	B1 747/B1 744	354	0	69	
12	2011	March	22-Mar-11	NORTH	1	OPEN	N1OPEN		1												Nothing caught
12	2011	March	23-Mar-11	NORTH	1	OPEN	N1OPEN	1F	2	UMus	C	f	P	A				1172	1	8.2	
12	2011	March	23-Mar-11	NORTH	1	OPEN	N1OPEN	6B	2	UMus	C	f	N	A				1171	1	5.5	
12	2011	March	24-Mar-11	NORTH	1	OPEN	N1OPEN	5E	3	UMus	C	m	N	A				1175	1	5.4	
12	2011	March	24-Mar-11	NORTH	1	OPEN	N1OPEN	6B	3	UMus	C	m	S	A				1176	1	4.9	
12	2011	March	25-Mar-11	NORTH	1	OPEN	N1OPEN	5F	4	UMus	C	m	S	A				1187	1	6.2	
12	2011	March	22-Mar-11	NORTH	1	TOTAL	N1TOTAL	2C	1	UMus	C	m	S	A				1170	1	7.6	
12	2011	March	23-Mar-11	NORTH	1	TOTAL	N1TOTAL		2												Nothing caught
12	2011	March	24-Mar-11	NORTH	1	TOTAL	N1TOTAL	1E	3	UMus	R								1		
12	2011	March	24-Mar-11	NORTH	1	TOTAL	N1TOTAL	4C	3	UArvi	C	m	S	A		B1 777/B1 776	B1 777/B1 776	357	0	68	
12	2011	March	24-Mar-11	NORTH	1	TOTAL	N1TOTAL	5F	3	UMus	C	m	N	A				1184	1	4.9	
12	2011	March	24-Mar-11	NORTH	1	TOTAL	N1TOTAL	5F	3	UMus	C	f	P	A				1182	1	7	
12	2011	March	25-Mar-11	NORTH	1	TOTAL	N1TOTAL	1B	4	Aehi	C	m	S	A		B1 779/B1 778	B1 779/B1 778	274	0	79	
12	2011	March	25-Mar-11	NORTH	1	TOTAL	N1TOTAL	2C	4	UArvi	C	f	N	A		B1 798/B1 800	B1 798/B1 800	358	0	57	
12	2011	March	25-Mar-11	NORTH	1	TOTAL	N1TOTAL	5A	4	UMus	C	m	N	A				1189	1	5.6	
12	2011	March	25-Mar-11	NORTH	1	TOTAL	N1TOTAL	5B	4	UMus	C	m	S	A				1191	1	4.8	
12	2011	March	25-Mar-11	NORTH	1	TOTAL	N1TOTAL	7D	4	UMus	C	m	S	A				1192	1	5.5	
12	2011	March	25-Mar-11	NORTH	1	TOTAL	N1TOTAL	7F	4	UMus	R								1		
12	2011	March	22-Mar-11	NORTH	2	OPEN	N2OPEN		1												Nothing caught
12	2011	March	23-Mar-11	NORTH	2	OPEN	N2OPEN		2												Nothing caught
12	2011	March	24-Mar-11	NORTH	2	OPEN	N2OPEN		3												Nothing caught
12	2011	March	22-Mar-11	NORTH	2	TOTAL	N2TOTAL		1												Nothing caught
12	2011	March	23-Mar-11	NORTH	2	TOTAL	N2TOTAL	3E	2	UMus	C	f	N	A				1173	1	5.6	
12	2011	March	24-Mar-11	NORTH	2	TOTAL	N2TOTAL	1A	3	UMus	C	m	N	A				1183	1	4.2	
12	2011	March	24-Mar-11	NORTH	2	TOTAL	N2TOTAL	1C	3	UMus	C	m	S	A				1186	1	4.5	
12	2011	March	24-Mar-11	NORTH	2	TOTAL	N2TOTAL	6B	3	UMus	C	f	N	A				1177	1	4.2	
12	2011	March	25-Mar-11	NORTH	2	TOTAL	N2TOTAL	3E	4	UMus	C	m	S	A				1190	1	4.7	
12	2011	March	22-Mar-11	NORTH	3	OPEN	N3OPEN	1B	1	Taha	R	m	S	A		B1 839/B1 742	B1 839/B1 863	1435	0	44	Right tag replaced
12	2011	March	22-Mar-11	NORTH	3	OPEN	N3OPEN	7F	1	Taha	R	m	S	A		B1 737/x3807	x3868/x3807	1455	0	48	Left tag replaced
12	2011	March	23-Mar-11	NORTH	3	OPEN	N3OPEN		2												Nothing caught
12	2011	March	24-Mar-11	NORTH	3	OPEN	N3OPEN		3												Nothing caught
12	2011	March	25-Mar-11	NORTH	3	OPEN	N3OPEN	1B	4	Taha	R	m	S	A		B1 805/B1 796	B1 805/B1 801	1434	0	50	Right tag replaced
12	2011	March	25-Mar-11	NORTH	3	OPEN	N3OPEN	2A	4	Gero	C	f	N	J		B1 797/B1 794	B1 797/B1 794	579	0	39	
12	2011	March	22-Mar-11	NORTH	3	TOTAL	N3TOTAL	1A	1	UMus	C	m	S	A				1169	1	4.6	
12	2011	March	22-Mar-11	NORTH	3	TOTAL	N3TOTAL	1B	1	Elru	C	m	N	A		B1 745/B1 734	B1 745/B1 734	467	0	51	
12	2011	March	22-Mar-11	NORTH	3	TOTAL	N3TOTAL	3G	1	Taha	R	m	S	A		B1 841/B1 890	B1 841/B1 890	1436	0	47	
12	2011	March	22-Mar-11	NORTH	3	TOTAL	N3TOTAL	4G	1	Gero	R	f	N	A		B1 860/B1 810	B1 860/B1 810	1468	0	71	
12	2011	March	22-Mar-11	NORTH	3	TOTAL	N3TOTAL	5B	1	Elru	C	F	N	A		B1 733/B1 731	B1 733/B1 731	2304	0	56	
12	2011	March	23-Mar-11	NORTH	3	TOTAL	N3TOTAL	7A	2	UMus	C	m	S	A				1174	1	6	
12	2011	March	24-Mar-11	NORTH	3	TOTAL	N3TOTAL	2E	3	Gero	C	f	N	J		B1 735/B1 732	B1 735/B1 732	575	0	46	
12	2011	March	24-Mar-11	NORTH	3	TOTAL	N3TOTAL	3G	3	Taha	R					B1 841/B1 890	B1 841/B1 890	1436	0		
12	2011	March	24-Mar-11	NORTH	3	TOTAL	N3TOTAL	4B	3	UMus	R								1		
12	2011	March	24-Mar-11	NORTH	3	TOTAL	N3TOTAL	4B	3	UMus	C	f	P	A				1181	1	5.7	
12	2011	March	24-Mar-11	NORTH	3	TOTAL	N3TOTAL	4C	3	UMus	C	f	N	A				1180	1	5	
12	2011	March	24-Mar-11	NORTH	3	TOTAL	N3TOTAL	6D	3	UMus	C	m	N	A				1185	1	5.1	
12	2011	March	24-Mar-11	NORTH	3	TOTAL	N3TOTAL	7A	3	UMus	C	f	N	A				1178	1	4.8	
12	2011	March	24-Mar-11	NORTH	3	TOTAL	N3TOTAL	7E	3	UMus	C	f	N	A				1179	1	4.8	
12	2011	March	25-Mar-11	NORTH	3	TOTAL	N3TOTAL	1A	4	UMus	R								1		
12	2011	March	25-Mar-11	NORTH	3	TOTAL	N3TOTAL	7A	4	UMus	C	f	N	A				1188	1	4.9	
12	2011	March	11-Mar-11	SOUTH	1	OPEN	S1OPEN	1F	1	UMus	C	m	S	A				1196	1	4.2	
12	2011	March	11-Mar-11	SOUTH	1	OPEN	S1OPEN	2C	1	Same	R	m	N	A		B1 884/B1 897	B1 884/B1 897	1361	0	71	
12	2011	March	11-Mar-11	SOUTH	1	OPEN	S1OPEN	4B	1	UMus	C	f	N	A				1193	1	4.4	Dead
12	2011	March	12-Mar-11	SOUTH	1	OPEN	S1OPEN	3G	2	UMus	C	f	P	A				1198	1	5.6	
12	2011	March	12-Mar-11	SOUTH	1	OPEN	S1OPEN	7C	2	UMus	C	m	S	A				1201	1	4.4	
12	2011	March	13-Mar-11	SOUTH	1	OPEN	S1OPEN	2E	3	UMus	R								1		
12	2011	March	13-Mar-11	SOUTH	1	OPEN	S1OPEN	5C	3	UArvi	R	m	S	A		B1 851/B1 853	B1 851/B1 853	360	0	82	
12	2011	March	13-Mar-11	SOUTH	1	OPEN	S1OPEN	6A	3	Same	R					B1 884/B1 897	B1 884/B1 897	1361	0		
12	2011	March	13-Mar-11	SOUTH	1	OPEN	S1OPEN	6B	3	Same	R	m	S	A		B1 623/B1 633	B1 623/B1 633	1338	0	62	
12	2011	March	14-Mar-11	SOUTH	1	OPEN	S1OPEN	1F	4	Acke	C	m	S	A				234	1	33	
12	2011	March	14-Mar-11	SOUTH	1	OPEN	S1OPEN	2A	4	UMus	C	m	S	A				1228	1	3.8	
12	2011	March	14-Mar-11	SOUTH	1	OPEN	S1OPEN	2A	4	UMus	C	m	S	A				1230	1	4.9	
12	2011	March	14-Mar-11	SOUTH	1	OPEN	S1OPEN	3D	4	Same	R					B1 884/B1 897	B1 884/B1 897	1361	0		
